,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
9471,Greece,Potatoes,2013,206787,652.0,8081.72,19.36
9472,Greece,"Rice, paddy",2013,83964,652.0,8081.72,19.36
9473,Greece,Sorghum,2013,26357,652.0,8081.72,19.36
9474,Greece,Soybeans,2013,27376,652.0,8081.72,19.36
9475,Greece,Sweet potatoes,2013,221642,652.0,8081.72,19.36
9476,Greece,Wheat,2013,27777,652.0,8081.72,19.36
9672,Guatemala,Cassava,2013,12450,1996.0,20489.4,20.37
9673,Guatemala,Maize,2013,20827,1996.0,20489.4,20.37
9674,Guatemala,Plantains and others,2013,179551,1996.0,20489.4,20.37
9675,Guatemala,Potatoes,2013,247554,1996.0,20489.4,20.37
9676,Guatemala,"Rice, paddy",2013,29387,1996.0,20489.4,20.37
9677,Guatemala,Sorghum,2013,17290,1996.0,20489.4,20.37
9678,Guatemala,Soybeans,2013,25333,1996.0,20489.4,20.37
9679,Guatemala,Sweet potatoes,2013,63636,1996.0,20489.4,20.37
9680,Guatemala,Wheat,2013,20240,1996.0,20489.4,20.37
9844,Guinea,Cassava,2013,69000,1651.0,877.19,27.29
9845,Guinea,Maize,2013,12500,1651.0,877.19,27.29
9846,Guinea,Plantains and others,2013,52200,1651.0,877.19,27.29
9847,Guinea,Potatoes,2013,75236,1651.0,877.19,27.29
9848,Guinea,"Rice, paddy",2013,12500,1651.0,877.19,27.29
9849,Guinea,Sorghum,2013,9592,1651.0,877.19,27.29
9850,Guinea,Sweet potatoes,2013,34607,1651.0,877.19,27.29
9851,Guinea,Yams,2013,113722,1651.0,877.19,27.29
9970,Guyana,Cassava,2013,109286,2387.0,358.72,27.3
9971,Guyana,Maize,2013,13841,2387.0,358.72,27.3
9972,Guyana,Plantains and others,2013,33143,2387.0,358.72,27.3
9973,Guyana,"Rice, paddy",2013,49996,2387.0,358.72,27.3
9974,Guyana,Sweet potatoes,2013,254655,2387.0,358.72,27.3
9975,Guyana,Yams,2013,55067,2387.0,358.72,27.3
10152,Haiti,Cassava,2013,44678,1440.0,27.85,27.2
10153,Haiti,Maize,2013,8545,1440.0,27.85,27.2
10154,Haiti,Plantains and others,2013,51436,1440.0,27.85,27.2
10155,Haiti,Potatoes,2013,127142,1440.0,27.85,27.2
10156,Haiti,"Rice, paddy",2013,28789,1440.0,27.85,27.2
10157,Haiti,Sorghum,2013,8529,1440.0,27.85,27.2
10158,Haiti,Sweet potatoes,2013,90938,1440.0,27.85,27.2
10159,Haiti,Yams,2013,110560,1440.0,27.85,27.2
10355,Honduras,Cassava,2013,76637,1976.0,7194.91,24.86
10356,Honduras,Maize,2013,16214,1976.0,7194.91,24.86
10357,Honduras,Plantains and others,2013,121433,1976.0,7194.91,24.86
10358,Honduras,Potatoes,2013,163465,1976.0,7194.91,24.86
10359,Honduras,"Rice, paddy",2013,61214,1976.0,7194.91,24.86
10360,Honduras,Sorghum,2013,11980,1976.0,7194.91,24.86
10361,Honduras,Soybeans,2013,20950,1976.0,7194.91,24.86
10362,Honduras,Sweet potatoes,2013,62500,1976.0,7194.91,24.86
10363,Honduras,Wheat,2013,5528,1976.0,7194.91,24.86
10496,Hungary,Maize,2013,54373,589.0,7744.5,12.44
10497,Hungary,Potatoes,2013,232630,589.0,7744.5,12.44
10498,Hungary,"Rice, paddy",2013,32727,589.0,7744.5,12.44
10499,Hungary,Sorghum,2013,27111,589.0,7744.5,12.44
10500,Hungary,Soybeans,2013,18597,589.0,7744.5,12.44
10501,Hungary,Wheat,2013,46386,589.0,7744.5,12.44
14374,India,Cassava,2013,349594,1083.0,45620.0,26.69
14375,India,Cassava,2013,349594,1083.0,45620.0,27.61
14376,India,Cassava,2013,349594,1083.0,45620.0,27.1
14377,India,Cassava,2013,349594,1083.0,45620.0,25.44
14378,India,Cassava,2013,349594,1083.0,45620.0,26.61
14379,India,Cassava,2013,349594,1083.0,45620.0,26.37
14380,India,Cassava,2013,349594,1083.0,45620.0,26.71
14381,India,Cassava,2013,349594,1083.0,45620.0,27.37
14382,India,Cassava,2013,349594,1083.0,45620.0,28.85
14383,India,Cassava,2013,349594,1083.0,45620.0,25.94
14384,India,Cassava,2013,349594,1083.0,45620.0,26.84
14385,India,Cassava,2013,349594,1083.0,45620.0,26.12
14386,India,Cassava,2013,349594,1083.0,45620.0,25.44
14387,India,Cassava,2013,349594,1083.0,45620.0,27.11
14388,India,Cassava,2013,349594,1083.0,45620.0,26.71
14389,India,Cassava,2013,349594,1083.0,45620.0,26.79
14390,India,Cassava,2013,349594,1083.0,45620.0,25.85
14391,India,Cassava,2013,349594,1083.0,45620.0,27.14
14392,India,Cassava,2013,349594,1083.0,45620.0,25.98
14393,India,Cassava,2013,349594,1083.0,45620.0,27.44
14394,India,Cassava,2013,349594,1083.0,45620.0,27.44
14395,India,Cassava,2013,349594,1083.0,45620.0,26.99
14396,India,Maize,2013,25726,1083.0,45620.0,26.69
14397,India,Maize,2013,25726,1083.0,45620.0,27.61
14398,India,Maize,2013,25726,1083.0,45620.0,27.1
14399,India,Maize,2013,25726,1083.0,45620.0,25.44
14400,India,Maize,2013,25726,1083.0,45620.0,26.61
14401,India,Maize,2013,25726,1083.0,45620.0,26.37
14402,India,Maize,2013,25726,1083.0,45620.0,26.71
14403,India,Maize,2013,25726,1083.0,45620.0,27.37
14404,India,Maize,2013,25726,1083.0,45620.0,28.85
14405,India,Maize,2013,25726,1083.0,45620.0,25.94
14406,India,Maize,2013,25726,1083.0,45620.0,26.84
14407,India,Maize,2013,25726,1083.0,45620.0,26.12
14408,India,Maize,2013,25726,1083.0,45620.0,25.44
14409,India,Maize,2013,25726,1083.0,45620.0,27.11
14410,India,Maize,2013,25726,1083.0,45620.0,26.71
14411,India,Maize,2013,25726,1083.0,45620.0,26.79
14412,India,Maize,2013,25726,1083.0,45620.0,25.85
14413,India,Maize,2013,25726,1083.0,45620.0,27.14
14414,India,Maize,2013,25726,1083.0,45620.0,25.98
14415,India,Maize,2013,25726,1083.0,45620.0,27.44
14416,India,Maize,2013,25726,1083.0,45620.0,27.44
14417,India,Maize,2013,25726,1083.0,45620.0,26.99
14418,India,Potatoes,2013,227606,1083.0,45620.0,26.69
14419,India,Potatoes,2013,227606,1083.0,45620.0,27.61
14420,India,Potatoes,2013,227606,1083.0,45620.0,27.1
14421,India,Potatoes,2013,227606,1083.0,45620.0,25.44
14422,India,Potatoes,2013,227606,1083.0,45620.0,26.61
14423,India,Potatoes,2013,227606,1083.0,45620.0,26.37
14424,India,Potatoes,2013,227606,1083.0,45620.0,26.71
14425,India,Potatoes,2013,227606,1083.0,45620.0,27.37
14426,India,Potatoes,2013,227606,1083.0,45620.0,28.85
14427,India,Potatoes,2013,227606,1083.0,45620.0,25.94
14428,India,Potatoes,2013,227606,1083.0,45620.0,26.84
14429,India,Potatoes,2013,227606,1083.0,45620.0,26.12
14430,India,Potatoes,2013,227606,1083.0,45620.0,25.44
14431,India,Potatoes,2013,227606,1083.0,45620.0,27.11
14432,India,Potatoes,2013,227606,1083.0,45620.0,26.71
14433,India,Potatoes,2013,227606,1083.0,45620.0,26.79
14434,India,Potatoes,2013,227606,1083.0,45620.0,25.85
14435,India,Potatoes,2013,227606,1083.0,45620.0,27.14
14436,India,Potatoes,2013,227606,1083.0,45620.0,25.98
14437,India,Potatoes,2013,227606,1083.0,45620.0,27.44
14438,India,Potatoes,2013,227606,1083.0,45620.0,27.44
14439,India,Potatoes,2013,227606,1083.0,45620.0,26.99
14440,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.69
14441,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.61
14442,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.1
14443,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.44
14444,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.61
14445,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.37
14446,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.71
14447,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.37
14448,India,"Rice, paddy",2013,36070,1083.0,45620.0,28.85
14449,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.94
14450,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.84
14451,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.12
14452,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.44
14453,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.11
14454,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.71
14455,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.79
14456,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.85
14457,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.14
14458,India,"Rice, paddy",2013,36070,1083.0,45620.0,25.98
14459,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.44
14460,India,"Rice, paddy",2013,36070,1083.0,45620.0,27.44
14461,India,"Rice, paddy",2013,36070,1083.0,45620.0,26.99
14462,India,Sorghum,2013,8502,1083.0,45620.0,26.69
14463,India,Sorghum,2013,8502,1083.0,45620.0,27.61
14464,India,Sorghum,2013,8502,1083.0,45620.0,27.1
14465,India,Sorghum,2013,8502,1083.0,45620.0,25.44
14466,India,Sorghum,2013,8502,1083.0,45620.0,26.61
14467,India,Sorghum,2013,8502,1083.0,45620.0,26.37
14468,India,Sorghum,2013,8502,1083.0,45620.0,26.71
14469,India,Sorghum,2013,8502,1083.0,45620.0,27.37
14470,India,Sorghum,2013,8502,1083.0,45620.0,28.85
14471,India,Sorghum,2013,8502,1083.0,45620.0,25.94
14472,India,Sorghum,2013,8502,1083.0,45620.0,26.84
14473,India,Sorghum,2013,8502,1083.0,45620.0,26.12
14474,India,Sorghum,2013,8502,1083.0,45620.0,25.44
14475,India,Sorghum,2013,8502,1083.0,45620.0,27.11
14476,India,Sorghum,2013,8502,1083.0,45620.0,26.71
14477,India,Sorghum,2013,8502,1083.0,45620.0,26.79
14478,India,Sorghum,2013,8502,1083.0,45620.0,25.85
14479,India,Sorghum,2013,8502,1083.0,45620.0,27.14
14480,India,Sorghum,2013,8502,1083.0,45620.0,25.98
14481,India,Sorghum,2013,8502,1083.0,45620.0,27.44
14482,India,Sorghum,2013,8502,1083.0,45620.0,27.44
14483,India,Sorghum,2013,8502,1083.0,45620.0,26.99
14484,India,Soybeans,2013,10123,1083.0,45620.0,26.69
14485,India,Soybeans,2013,10123,1083.0,45620.0,27.61
14486,India,Soybeans,2013,10123,1083.0,45620.0,27.1
14487,India,Soybeans,2013,10123,1083.0,45620.0,25.44
14488,India,Soybeans,2013,10123,1083.0,45620.0,26.61
14489,India,Soybeans,2013,10123,1083.0,45620.0,26.37
14490,India,Soybeans,2013,10123,1083.0,45620.0,26.71
14491,India,Soybeans,2013,10123,1083.0,45620.0,27.37
14492,India,Soybeans,2013,10123,1083.0,45620.0,28.85
14493,India,Soybeans,2013,10123,1083.0,45620.0,25.94
14494,India,Soybeans,2013,10123,1083.0,45620.0,26.84
14495,India,Soybeans,2013,10123,1083.0,45620.0,26.12
14496,India,Soybeans,2013,10123,1083.0,45620.0,25.44
14497,India,Soybeans,2013,10123,1083.0,45620.0,27.11
14498,India,Soybeans,2013,10123,1083.0,45620.0,26.71
14499,India,Soybeans,2013,10123,1083.0,45620.0,26.79
14500,India,Soybeans,2013,10123,1083.0,45620.0,25.85
14501,India,Soybeans,2013,10123,1083.0,45620.0,27.14
14502,India,Soybeans,2013,10123,1083.0,45620.0,25.98
14503,India,Soybeans,2013,10123,1083.0,45620.0,27.44
14504,India,Soybeans,2013,10123,1083.0,45620.0,27.44
14505,India,Soybeans,2013,10123,1083.0,45620.0,26.99
14506,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.69
14507,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.61
14508,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.1
14509,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.44
14510,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.61
14511,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.37
14512,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.71
14513,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.37
14514,India,Sweet potatoes,2013,101288,1083.0,45620.0,28.85
14515,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.94
14516,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.84
14517,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.12
14518,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.44
14519,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.11
14520,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.71
14521,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.79
14522,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.85
14523,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.14
14524,India,Sweet potatoes,2013,101288,1083.0,45620.0,25.98
14525,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.44
14526,India,Sweet potatoes,2013,101288,1083.0,45620.0,27.44
14527,India,Sweet potatoes,2013,101288,1083.0,45620.0,26.99
14528,India,Wheat,2013,31538,1083.0,45620.0,26.69
14529,India,Wheat,2013,31538,1083.0,45620.0,27.61
14530,India,Wheat,2013,31538,1083.0,45620.0,27.1
14531,India,Wheat,2013,31538,1083.0,45620.0,25.44
14532,India,Wheat,2013,31538,1083.0,45620.0,26.61
14533,India,Wheat,2013,31538,1083.0,45620.0,26.37
14534,India,Wheat,2013,31538,1083.0,45620.0,26.71
14535,India,Wheat,2013,31538,1083.0,45620.0,27.37
14536,India,Wheat,2013,31538,1083.0,45620.0,28.85
14537,India,Wheat,2013,31538,1083.0,45620.0,25.94
14538,India,Wheat,2013,31538,1083.0,45620.0,26.84
14539,India,Wheat,2013,31538,1083.0,45620.0,26.12
14540,India,Wheat,2013,31538,1083.0,45620.0,25.44
14541,India,Wheat,2013,31538,1083.0,45620.0,27.11
14542,India,Wheat,2013,31538,1083.0,45620.0,26.71
14543,India,Wheat,2013,31538,1083.0,45620.0,26.79
14544,India,Wheat,2013,31538,1083.0,45620.0,25.85
14545,India,Wheat,2013,31538,1083.0,45620.0,27.14
14546,India,Wheat,2013,31538,1083.0,45620.0,25.98
14547,India,Wheat,2013,31538,1083.0,45620.0,27.44
14548,India,Wheat,2013,31538,1083.0,45620.0,27.44
14549,India,Wheat,2013,31538,1083.0,45620.0,26.99
15342,Indonesia,Cassava,2013,224601,2702.0,1597.0,25.48
15343,Indonesia,Cassava,2013,224601,2702.0,1597.0,27.37
15344,Indonesia,Cassava,2013,224601,2702.0,1597.0,27.88
15345,Indonesia,Cassava,2013,224601,2702.0,1597.0,27.34
15346,Indonesia,Cassava,2013,224601,2702.0,1597.0,26.72
15347,Indonesia,Cassava,2013,224601,2702.0,1597.0,27.3
15348,Indonesia,Maize,2013,48441,2702.0,1597.0,25.48
15349,Indonesia,Maize,2013,48441,2702.0,1597.0,27.37
15350,Indonesia,Maize,2013,48441,2702.0,1597.0,27.88
15351,Indonesia,Maize,2013,48441,2702.0,1597.0,27.34
15352,Indonesia,Maize,2013,48441,2702.0,1597.0,26.72
15353,Indonesia,Maize,2013,48441,2702.0,1597.0,27.3
15354,Indonesia,Potatoes,2013,160184,2702.0,1597.0,25.48
15355,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.37
15356,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.88
15357,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.34
15358,Indonesia,Potatoes,2013,160184,2702.0,1597.0,26.72
15359,Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.3
15360,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,25.48
15361,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,27.37
15362,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,27.88
15363,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,27.34
15364,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,26.72
15365,Indonesia,"Rice, paddy",2013,51520,2702.0,1597.0,27.3
15366,Indonesia,Soybeans,2013,14161,2702.0,1597.0,25.48
15367,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.37
15368,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.88
15369,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.34
15370,Indonesia,Soybeans,2013,14161,2702.0,1597.0,26.72
15371,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.3
15372,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,25.48
15373,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.37
15374,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.88
15375,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.34
15376,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,26.72
15377,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.3
15642,Iraq,Maize,2013,42214,216.0,2162.6,25.14
15643,Iraq,Maize,2013,42214,216.0,2162.6,21.77
15644,Iraq,Potatoes,2013,170599,216.0,2162.6,25.14
15645,Iraq,Potatoes,2013,170599,216.0,2162.6,21.77
15646,Iraq,"Rice, paddy",2013,47162,216.0,2162.6,25.14
15647,Iraq,"Rice, paddy",2013,47162,216.0,2162.6,21.77
15648,Iraq,Sorghum,2013,19215,216.0,2162.6,25.14
15649,Iraq,Sorghum,2013,19215,216.0,2162.6,21.77
15650,Iraq,Soybeans,2013,8163,216.0,2162.6,25.14
15651,Iraq,Soybeans,2013,8163,216.0,2162.6,21.77
15652,Iraq,Wheat,2013,23068,216.0,2162.6,25.14
15653,Iraq,Wheat,2013,23068,216.0,2162.6,21.77
15698,Ireland,Potatoes,2013,383271,1118.0,2950.8,9.28
15699,Ireland,Wheat,2013,89983,1118.0,2950.8,9.28
16008,Italy,Maize,2013,86989,832.0,55633.0,8.04
16009,Italy,Maize,2013,86989,832.0,55633.0,13.6
16010,Italy,Potatoes,2013,252483,832.0,55633.0,8.04
16011,Italy,Potatoes,2013,252483,832.0,55633.0,13.6
16012,Italy,"Rice, paddy",2013,66342,832.0,55633.0,8.04
16013,Italy,"Rice, paddy",2013,66342,832.0,55633.0,13.6
16014,Italy,Sorghum,2013,62061,832.0,55633.0,8.04
16015,Italy,Sorghum,2013,62061,832.0,55633.0,13.6
16016,Italy,Soybeans,2013,33906,832.0,55633.0,8.04
16017,Italy,Soybeans,2013,33906,832.0,55633.0,13.6
16018,Italy,Sweet potatoes,2013,227753,832.0,55633.0,8.04
16019,Italy,Sweet potatoes,2013,227753,832.0,55633.0,13.6
16020,Italy,Wheat,2013,38441,832.0,55633.0,8.04
16021,Italy,Wheat,2013,38441,832.0,55633.0,13.6
16176,Jamaica,Cassava,2013,187795,2051.0,909.71,27.41
16177,Jamaica,Maize,2013,11883,2051.0,909.71,27.41
16178,Jamaica,Plantains and others,2013,184149,2051.0,909.71,27.41
16179,Jamaica,Potatoes,2013,165914,2051.0,909.71,27.41
16180,Jamaica,"Rice, paddy",2013,42000,2051.0,909.71,27.41
16181,Jamaica,Sweet potatoes,2013,172683,2051.0,909.71,27.41
16182,Jamaica,Yams,2013,165476,2051.0,909.71,27.41
17107,Japan,Maize,2013,27273,1668.0,52794.3,16.54
17108,Japan,Maize,2013,27273,1668.0,52794.3,13.91
17109,Japan,Maize,2013,27273,1668.0,52794.3,16.3
17110,Japan,Maize,2013,27273,1668.0,52794.3,16.0
17111,Japan,Maize,2013,27273,1668.0,52794.3,16.02
17112,Japan,Maize,2013,27273,1668.0,52794.3,13.91
17113,Japan,Potatoes,2013,302133,1668.0,52794.3,16.54
17114,Japan,Potatoes,2013,302133,1668.0,52794.3,13.91
17115,Japan,Potatoes,2013,302133,1668.0,52794.3,16.3
17116,Japan,Potatoes,2013,302133,1668.0,52794.3,16.0
17117,Japan,Potatoes,2013,302133,1668.0,52794.3,16.02
17118,Japan,Potatoes,2013,302133,1668.0,52794.3,13.91
17119,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.54
17120,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,13.91
17121,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.3
17122,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.0
17123,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.02
17124,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,13.91
17125,Japan,Soybeans,2013,15520,1668.0,52794.3,16.54
17126,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91
17127,Japan,Soybeans,2013,15520,1668.0,52794.3,16.3
17128,Japan,Soybeans,2013,15520,1668.0,52794.3,16.0
17129,Japan,Soybeans,2013,15520,1668.0,52794.3,16.02
17130,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91
17131,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.54
17132,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91
17133,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.3
17134,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.0
17135,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.02
17136,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91
17137,Japan,Wheat,2013,38616,1668.0,52794.3,16.54
17138,Japan,Wheat,2013,38616,1668.0,52794.3,13.91
17139,Japan,Wheat,2013,38616,1668.0,52794.3,16.3
17140,Japan,Wheat,2013,38616,1668.0,52794.3,16.0
17141,Japan,Wheat,2013,38616,1668.0,52794.3,16.02
17142,Japan,Wheat,2013,38616,1668.0,52794.3,13.91
17143,Japan,Yams,2013,217415,1668.0,52794.3,16.54
17144,Japan,Yams,2013,217415,1668.0,52794.3,13.91
17145,Japan,Yams,2013,217415,1668.0,52794.3,16.3
17146,Japan,Yams,2013,217415,1668.0,52794.3,16.0
17147,Japan,Yams,2013,217415,1668.0,52794.3,16.02
17148,Japan,Yams,2013,217415,1668.0,52794.3,13.91
17389,Kazakhstan,Maize,2013,52779,250.0,8738.38,8.71
17390,Kazakhstan,Maize,2013,52779,250.0,8738.38,5.49
17391,Kazakhstan,Potatoes,2013,181522,250.0,8738.38,8.71
17392,Kazakhstan,Potatoes,2013,181522,250.0,8738.38,5.49
17393,Kazakhstan,"Rice, paddy",2013,38500,250.0,8738.38,8.71
17394,Kazakhstan,"Rice, paddy",2013,38500,250.0,8738.38,5.49
17395,Kazakhstan,Sorghum,2013,2258,250.0,8738.38,8.71
17396,Kazakhstan,Sorghum,2013,2258,250.0,8738.38,5.49
17397,Kazakhstan,Soybeans,2013,19727,250.0,8738.38,8.71
17398,Kazakhstan,Soybeans,2013,19727,250.0,8738.38,5.49
17399,Kazakhstan,Wheat,2013,10762,250.0,8738.38,8.71
17400,Kazakhstan,Wheat,2013,10762,250.0,8738.38,5.49
17621,Kenya,Cassava,2013,142470,630.0,1578.0,16.91
17622,Kenya,Maize,2013,16922,630.0,1578.0,16.91
17623,Kenya,Plantains and others,2013,119231,630.0,1578.0,16.91
17624,Kenya,Potatoes,2013,144262,630.0,1578.0,16.91
17625,Kenya,"Rice, paddy",2013,39955,630.0,1578.0,16.91
17626,Kenya,Sorghum,2013,7550,630.0,1578.0,16.91
17627,Kenya,Soybeans,2013,12231,630.0,1578.0,16.91
17628,Kenya,Sweet potatoes,2013,124706,630.0,1578.0,16.91
17629,Kenya,Wheat,2013,27602,630.0,1578.0,16.91
17630,Kenya,Yams,2013,135962,630.0,1578.0,16.91
17671,Latvia,Potatoes,2013,181648,641.0,1250.0,7.25
17672,Latvia,Wheat,2013,38857,641.0,1250.0,7.25
17761,Lebanon,Maize,2013,35621,661.0,1816.0,20.08
17762,Lebanon,Potatoes,2013,260759,661.0,1816.0,20.08
17763,Lebanon,Sorghum,2013,20000,661.0,1816.0,20.08
17764,Lebanon,Wheat,2013,32122,661.0,1816.0,20.08
17853,Lesotho,Maize,2013,8227,788.0,62.32,14.03
17854,Lesotho,Potatoes,2013,173611,788.0,62.32,14.03
17855,Lesotho,Sorghum,2013,3051,788.0,62.32,14.03
17856,Lesotho,Wheat,2013,12345,788.0,62.32,14.03
17989,Libya,Maize,2013,20000,56.0,3548.0,19.93
17990,Libya,Maize,2013,20000,56.0,3548.0,20.78
17991,Libya,Potatoes,2013,196667,56.0,3548.0,19.93
17992,Libya,Potatoes,2013,196667,56.0,3548.0,20.78
17993,Libya,Wheat,2013,7955,56.0,3548.0,19.93
17994,Libya,Wheat,2013,7955,56.0,3548.0,20.78
18055,Lithuania,Maize,2013,73953,656.0,2515.69,7.42
18056,Lithuania,Potatoes,2013,148606,656.0,2515.69,7.42
18057,Lithuania,Wheat,2013,43022,656.0,2515.69,7.42
18234,Madagascar,Cassava,2013,77707,1513.0,507.94,19.34
18235,Madagascar,Maize,2013,16288,1513.0,507.94,19.34
18236,Madagascar,Potatoes,2013,59375,1513.0,507.94,19.34
18237,Madagascar,"Rice, paddy",2013,39449,1513.0,507.94,19.34
18238,Madagascar,Sorghum,2013,5652,1513.0,507.94,19.34
18239,Madagascar,Soybeans,2013,5867,1513.0,507.94,19.34
18240,Madagascar,Sweet potatoes,2013,77058,1513.0,507.94,19.34
18241,Madagascar,Wheat,2013,24122,1513.0,507.94,19.34
18405,Malawi,Cassava,2013,228041,1181.0,1500.27,19.68
18406,Malawi,Maize,2013,21708,1181.0,1500.27,19.68
18407,Malawi,Plantains and others,2013,100966,1181.0,1500.27,19.68
18408,Malawi,Potatoes,2013,175414,1181.0,1500.27,19.68
18409,Malawi,"Rice, paddy",2013,19174,1181.0,1500.27,19.68
18410,Malawi,Sorghum,2013,9647,1181.0,1500.27,19.68
18411,Malawi,Soybeans,2013,9791,1181.0,1500.27,19.68
18412,Malawi,Wheat,2013,14058,1181.0,1500.27,19.68
18502,Malaysia,Cassava,2013,155321,2875.0,61445.6,27.8
18503,Malaysia,Maize,2013,88991,2875.0,61445.6,27.8
18504,Malaysia,"Rice, paddy",2013,38763,2875.0,61445.6,27.8
18505,Malaysia,Sweet potatoes,2013,166824,2875.0,61445.6,27.8
18704,Mali,Cassava,2013,155621,282.0,1.52,28.53
18705,Mali,Maize,2013,25927,282.0,1.52,28.53
18706,Mali,Potatoes,2013,193555,282.0,1.52,28.53
18707,Mali,"Rice, paddy",2013,30009,282.0,1.52,28.53
18708,Mali,Sorghum,2013,11052,282.0,1.52,28.53
18709,Mali,Soybeans,2013,7219,282.0,1.52,28.53
18710,Mali,Sweet potatoes,2013,174581,282.0,1.52,28.53
18711,Mali,Wheat,2013,39754,282.0,1.52,28.53
18712,Mali,Yams,2013,206300,282.0,1.52,28.53
18867,Mauritania,Maize,2013,4731,92.0,26.41,28.24
18868,Mauritania,Potatoes,2013,62857,92.0,26.41,28.24
18869,Mauritania,"Rice, paddy",2013,49522,92.0,26.41,28.24
18870,Mauritania,Sorghum,2013,4843,92.0,26.41,28.24
18871,Mauritania,Sweet potatoes,2013,10000,92.0,26.41,28.24
18872,Mauritania,Wheat,2013,21172,92.0,26.41,28.24
18873,Mauritania,Yams,2013,61224,92.0,26.41,28.24
18970,Mauritius,Cassava,2013,137027,2041.0,671.77,24.31
18971,Mauritius,Maize,2013,67957,2041.0,671.77,24.31
18972,Mauritius,Potatoes,2013,236026,2041.0,671.77,24.31
18973,Mauritius,"Rice, paddy",2013,21250,2041.0,671.77,24.31
18974,Mauritius,Sweet potatoes,2013,133049,2041.0,671.77,24.31
20383,Mexico,Cassava,2013,146398,758.0,59920.18,17.34
20384,Mexico,Cassava,2013,146398,758.0,59920.18,22.19
20385,Mexico,Cassava,2013,146398,758.0,59920.18,25.36
